name,E_gap,M,A,R1,R2,R3,sLi,ssBe,ssssBe,ssBH,sssB,ssssB,sCH3,dCH2,ssCH2,tCH,dsCH,aaCH,sssCH,ddC,tsC,dssC,aasC,aaaC,ssssC,sNH3,sNH2,ssNH2,dNH,ssNH,aaNH,tN,sssNH,dsN,aaN,sssN,ddsN,aasN,ssssN,sOH,dO,ssO,aaO,sF,sSiH3,ssSiH2,sssSiH,ssssSi,sPH2,ssPH,sssP,dsssP,sssssP,sSH,dS,ssS,aaS,dssS,ddssS,sCl,sGeH3,ssGeH2,sssGeH,ssssGe,sAsH2,ssAsH,sssAs,sssdAs,sssssAs,sSeH,dSe,ssSe,aaSe,dssSe,ddssSe,sBr,sSnH3,ssSnH2,sssSnH,ssssSn,sI,sPbH3,ssPbH2,sssPbH,ssssPb,Rot_A,ZnP,TiOP,TiO2RP,FZnP,FH2P,FTiOP,FTiO2RP,H2P
C47H30N4O2,4.534957012,H2P,EthynPhA,Ph,Ph,Ph,0,0,0,0,0,0,0,0,0,0,0,54.03860291,0,0,6.657116646,-0.977227894,7.639856044,6.75667385,0,0,0,0,0,0,7.444757479,0,0,0,10.55739517,0,0,0,0,9.406088693,11.4767371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
C47H28N4O3Ti,4.616363139,TiOP,EthynPhA,Ph,Ph,Ph,0,0,0,0,0,0,0,0,0,0,0,54.03860291,0,0,6.657116646,-0.977227894,7.639856044,6.75667385,0,0,0,0,0,0,7.444757479,0,0,0,10.55739517,0,0,0,0,9.406088693,11.4767371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
C54H32N4O5Ti,4.250175023,TiO2RP,EthynPhA,Ph,Ph,Ph,0,0,0,0,0,0,0,0,0,0,0,54.03860291,0,0,6.657116646,-0.977227894,7.639856044,6.75667385,0,0,0,0,0,0,7.444757479,0,0,0,10.55739517,0,0,0,0,9.406088693,11.4767371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
C47H20F8N4O3Ti,4.657114633,FTiOP,EthynPhA,Ph,Ph,Ph,0,0,0,0,0,0,0,0,0,0,0,54.03860291,0,0,6.657116646,-0.977227894,7.639856044,6.75667385,0,0,0,0,0,0,7.444757479,0,0,0,10.55739517,0,0,0,0,9.406088693,11.4767371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
C47H28N4O2Zn,4.641776168,ZnP,EthynPhA,Ph,Ph,Ph,0,0,0,0,0,0,0,0,0,0,0,54.03860291,0,0,6.657116646,-0.977227894,7.639856044,6.75667385,0,0,0,0,0,0,7.444757479,0,0,0,10.55739517,0,0,0,0,9.406088693,11.4767371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
C47H20F8N4O2Zn,4.70411851,FZnP,EthynPhA,Ph,Ph,Ph,0,0,0,0,0,0,0,0,0,0,0,54.03860291,0,0,6.657116646,-0.977227894,7.639856044,6.75667385,0,0,0,0,0,0,7.444757479,0,0,0,10.55739517,0,0,0,0,9.406088693,11.4767371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
C50H36N4O5,4.272217162,H2P,EthynPhA,Ph,TMP,Ph,0,0,0,0,0,0,4.807713345,0,0,0,0,46.97268907,0,0,6.6522352,-0.990072145,8.487997514,6.202591795,0,0,0,0,0,0,7.431286374,0,0,0,10.61558228,0,0,0,0,9.449104737,11.53237699,17.33849484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
C50H34N4O6Ti,4.297207966,TiOP,EthynPhA,Ph,TMP,Ph,0,0,0,0,0,0,4.807713345,0,0,0,0,46.97268907,0,0,6.6522352,-0.990072145,8.487997514,6.202591795,0,0,0,0,0,0,7.431286374,0,0,0,10.61558228,0,0,0,0,9.449104737,11.53237699,17.33849484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
C57H38N4O8Ti,4.016902342,TiO2RP,EthynPhA,Ph,TMP,Ph,0,0,0,0,0,0,4.807713345,0,0,0,0,46.97268907,0,0,6.6522352,-0.990072145,8.487997514,6.202591795,0,0,0,0,0,0,7.431286374,0,0,0,10.61558228,0,0,0,0,9.449104737,11.53237699,17.33849484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
C50H26F8N4O6Ti,4.17844213,FTiOP,EthynPhA,Ph,TMP,Ph,0,0,0,0,0,0,4.807713345,0,0,0,0,46.97268907,0,0,6.6522352,-0.990072145,8.487997514,6.202591795,0,0,0,0,0,0,7.431286374,0,0,0,10.61558228,0,0,0,0,9.449104737,11.53237699,17.33849484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
C50H34N4O5Zn,4.357410836,ZnP,EthynPhA,Ph,TMP,Ph,0,0,0,0,0,0,4.807713345,0,0,0,0,46.97268907,0,0,6.6522352,-0.990072145,8.487997514,6.202591795,0,0,0,0,0,0,7.431286374,0,0,0,10.61558228,0,0,0,0,9.449104737,11.53237699,17.33849484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
C50H26F8N4O5Zn,4.263391033,FZnP,EthynPhA,Ph,TMP,Ph,0,0,0,0,0,0,4.807713345,0,0,0,0,46.97268907,0,0,6.6522352,-0.990072145,8.487997514,6.202591795,0,0,0,0,0,0,7.431286374,0,0,0,10.61558228,0,0,0,0,9.449104737,11.53237699,17.33849484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
C49H34N4O4,4.374847092,H2P,EthynPhA,Ph,DMP,Ph,0,0,0,0,0,0,3.319679581,0,0,0,0,48.94150495,0,0,6.653199133,-0.986993919,8.239190057,6.236613687,0,0,0,0,0,0,7.432771669,0,0,0,10.61185977,0,0,0,0,9.438576004,11.51875956,11.92817285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
C49H32N4O5Ti,4.425943735,TiOP,EthynPhA,Ph,DMP,Ph,0,0,0,0,0,0,3.319679581,0,0,0,0,48.94150495,0,0,6.653199133,-0.986993919,8.239190057,6.236613687,0,0,0,0,0,0,7.432771669,0,0,0,10.61185977,0,0,0,0,9.438576004,11.51875956,11.92817285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
C56H36N4O7Ti,4.127802634,TiO2RP,EthynPhA,Ph,DMP,Ph,0,0,0,0,0,0,3.319679581,0,0,0,0,48.94150495,0,0,6.653199133,-0.986993919,8.239190057,6.236613687,0,0,0,0,0,0,7.432771669,0,0,0,10.61185977,0,0,0,0,9.438576004,11.51875956,11.92817285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
C49H24F8N4O5Ti,4.355241018,FTiOP,EthynPhA,Ph,DMP,Ph,0,0,0,0,0,0,3.319679581,0,0,0,0,48.94150495,0,0,6.653199133,-0.986993919,8.239190057,6.236613687,0,0,0,0,0,0,7.432771669,0,0,0,10.61185977,0,0,0,0,9.438576004,11.51875956,11.92817285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
C49H32N4O4Zn,4.469508577,ZnP,EthynPhA,Ph,DMP,Ph,0,0,0,0,0,0,3.319679581,0,0,0,0,48.94150495,0,0,6.653199133,-0.986993919,8.239190057,6.236613687,0,0,0,0,0,0,7.432771669,0,0,0,10.61185977,0,0,0,0,9.438576004,11.51875956,11.92817285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
C49H24F8N4O4Zn,4.443905386,FZnP,EthynPhA,Ph,DMP,Ph,0,0,0,0,0,0,3.319679581,0,0,0,0,48.94150495,0,0,6.653199133,-0.986993919,8.239190057,6.236613687,0,0,0,0,0,0,7.432771669,0,0,0,10.61185977,0,0,0,0,9.438576004,11.51875956,11.92817285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
C50H32N4O3,4.289439429,H2P,EthynPhA,Ph,EthynPhM,Ph,0,0,0,0,0,0,1.648846845,0,0,0,0,50.82883546,0,0,13.47094026,-0.985168493,7.761071716,6.285945415,0,0,0,0,0,0,7.36438854,0,0,0,10.49190716,0,0,0,0,9.42641569,11.50342029,5.370063789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
C50H30N4O4Ti,4.341450897,TiOP,EthynPhA,Ph,EthynPhM,Ph,0,0,0,0,0,0,1.648846845,0,0,0,0,50.82883546,0,0,13.47094026,-0.985168493,7.761071716,6.285945415,0,0,0,0,0,0,7.36438854,0,0,0,10.49190716,0,0,0,0,9.42641569,11.50342029,5.370063789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
C57H34N4O6Ti,4.039261112,TiO2RP,EthynPhA,Ph,EthynPhM,Ph,0,0,0,0,0,0,1.648846845,0,0,0,0,50.82883546,0,0,13.47094026,-0.985168493,7.761071716,6.285945415,0,0,0,0,0,0,7.36438854,0,0,0,10.49190716,0,0,0,0,9.42641569,11.50342029,5.370063789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
C50H22F8N4O4Ti,4.290002816,FTiOP,EthynPhA,Ph,EthynPhM,Ph,0,0,0,0,0,0,1.648846845,0,0,0,0,50.82883546,0,0,13.47094026,-0.985168493,7.761071716,6.285945415,0,0,0,0,0,0,7.36438854,0,0,0,10.49190716,0,0,0,0,9.42641569,11.50342029,5.370063789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
C50H30N4O3Zn,4.386940814,ZnP,EthynPhA,Ph,EthynPhM,Ph,0,0,0,0,0,0,1.648846845,0,0,0,0,50.82883546,0,0,13.47094026,-0.985168493,7.761071716,6.285945415,0,0,0,0,0,0,7.36438854,0,0,0,10.49190716,0,0,0,0,9.42641569,11.50342029,5.370063789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
C50H22F8N4O3Zn,4.35238073,FZnP,EthynPhA,Ph,EthynPhM,Ph,0,0,0,0,0,0,1.648846845,0,0,0,0,50.82883546,0,0,13.47094026,-0.985168493,7.761071716,6.285945415,0,0,0,0,0,0,7.36438854,0,0,0,10.49190716,0,0,0,0,9.42641569,11.50342029,5.370063789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
C51H38N4O6,4.315502121,H2P,EthynPhA,DMP,Ph,DMP,0,0,0,0,0,0,6.545593033,0,0,0,0,44.01932197,0,0,6.641557094,-1.008226099,8.672352021,5.716553524,0,0,0,0,0,0,7.420785859,0,0,0,10.66632436,0,0,0,0,9.506440441,11.60655467,23.87940978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
C51H36N4O7Ti,4.334302801,TiOP,EthynPhA,DMP,Ph,DMP,0,0,0,0,0,0,6.545593033,0,0,0,0,44.01932197,0,0,6.641557094,-1.008226099,8.672352021,5.716553524,0,0,0,0,0,0,7.420785859,0,0,0,10.66632436,0,0,0,0,9.506440441,11.60655467,23.87940978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
C58H40N4O9Ti,4.056110684,TiO2RP,EthynPhA,DMP,Ph,DMP,0,0,0,0,0,0,6.545593033,0,0,0,0,44.01932197,0,0,6.641557094,-1.008226099,8.672352021,5.716553524,0,0,0,0,0,0,7.420785859,0,0,0,10.66632436,0,0,0,0,9.506440441,11.60655467,23.87940978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
C51H28F8N4O7Ti,4.202218128,FTiOP,EthynPhA,DMP,Ph,DMP,0,0,0,0,0,0,6.545593033,0,0,0,0,44.01932197,0,0,6.641557094,-1.008226099,8.672352021,5.716553524,0,0,0,0,0,0,7.420785859,0,0,0,10.66632436,0,0,0,0,9.506440441,11.60655467,23.87940978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
C51H36N4O6Zn,4.403674202,ZnP,EthynPhA,DMP,Ph,DMP,0,0,0,0,0,0,6.545593033,0,0,0,0,44.01932197,0,0,6.641557094,-1.008226099,8.672352021,5.716553524,0,0,0,0,0,0,7.420785859,0,0,0,10.66632436,0,0,0,0,9.506440441,11.60655467,23.87940978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
C51H28F8N4O6Zn,4.299246719,FZnP,EthynPhA,DMP,Ph,DMP,0,0,0,0,0,0,6.545593033,0,0,0,0,44.01932197,0,0,6.641557094,-1.008226099,8.672352021,5.716553524,0,0,0,0,0,0,7.420785859,0,0,0,10.66632436,0,0,0,0,9.506440441,11.60655467,23.87940978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
C55H46N4O2,4.457945806,H2P,EthynPhA,Ph,DTBP,Ph,0,0,0,0,0,0,13.6354898,0,0,0,0,51.14249046,0,0,6.713381076,-0.977832986,10.2346958,6.777535102,-0.165458113,0,0,0,0,0,7.609332563,0,0,0,10.81835122,0,0,0,0,9.478884086,11.56646433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
C55H44N4O3Ti,4.529830644,TiOP,EthynPhA,Ph,DTBP,Ph,0,0,0,0,0,0,13.6354898,0,0,0,0,51.14249046,0,0,6.713381076,-0.977832986,10.2346958,6.777535102,-0.165458113,0,0,0,0,0,7.609332563,0,0,0,10.81835122,0,0,0,0,9.478884086,11.56646433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
C62H48N4O5Ti,4.232975088,TiO2RP,EthynPhA,Ph,DTBP,Ph,0,0,0,0,0,0,13.6354898,0,0,0,0,51.14249046,0,0,6.713381076,-0.977832986,10.2346958,6.777535102,-0.165458113,0,0,0,0,0,7.609332563,0,0,0,10.81835122,0,0,0,0,9.478884086,11.56646433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
C55H36F8N4O3Ti,4.484985923,FTiOP,EthynPhA,Ph,DTBP,Ph,0,0,0,0,0,0,13.6354898,0,0,0,0,51.14249046,0,0,6.713381076,-0.977832986,10.2346958,6.777535102,-0.165458113,0,0,0,0,0,7.609332563,0,0,0,10.81835122,0,0,0,0,9.478884086,11.56646433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
C55H44N4O2Zn,4.562359492,ZnP,EthynPhA,Ph,DTBP,Ph,0,0,0,0,0,0,13.6354898,0,0,0,0,51.14249046,0,0,6.713381076,-0.977832986,10.2346958,6.777535102,-0.165458113,0,0,0,0,0,7.609332563,0,0,0,10.81835122,0,0,0,0,9.478884086,11.56646433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
C55H36F8N4O2Zn,4.608452582,FZnP,EthynPhA,Ph,DTBP,Ph,0,0,0,0,0,0,13.6354898,0,0,0,0,51.14249046,0,0,6.713381076,-0.977832986,10.2346958,6.777535102,-0.165458113,0,0,0,0,0,7.609332563,0,0,0,10.81835122,0,0,0,0,9.478884086,11.56646433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
C53H42N4O8,4.23558367,H2P,EthynPhA,DMP,DMP,DMP,0,0,0,0,0,0,9.742683082,0,0,0,0,39.09638039,0,0,6.637639581,-1.017992124,9.000119188,5.196493361,0,0,0,0,0,0,7.408800049,0,0,0,10.72078896,0,0,0,0,9.538927752,11.64857713,36.02758263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
C53H40N4O9Ti,4.242235426,TiOP,EthynPhA,DMP,DMP,DMP,0,0,0,0,0,0,9.742683082,0,0,0,0,39.09638039,0,0,6.637639581,-1.017992124,9.000119188,5.196493361,0,0,0,0,0,0,7.408800049,0,0,0,10.72078896,0,0,0,0,9.538927752,11.64857713,36.02758263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
C60H44N4O11Ti,3.986443936,TiO2RP,EthynPhA,DMP,DMP,DMP,0,0,0,0,0,0,9.742683082,0,0,0,0,39.09638039,0,0,6.637639581,-1.017992124,9.000119188,5.196493361,0,0,0,0,0,0,7.408800049,0,0,0,10.72078896,0,0,0,0,9.538927752,11.64857713,36.02758263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
C53H32F8N4O9Ti,4.047757021,FTiOP,EthynPhA,DMP,DMP,DMP,0,0,0,0,0,0,9.742683082,0,0,0,0,39.09638039,0,0,6.637639581,-1.017992124,9.000119188,5.196493361,0,0,0,0,0,0,7.408800049,0,0,0,10.72078896,0,0,0,0,9.538927752,11.64857713,36.02758263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
C53H40N4O8Zn,4.31021972,ZnP,EthynPhA,DMP,DMP,DMP,0,0,0,0,0,0,9.742683082,0,0,0,0,39.09638039,0,0,6.637639581,-1.017992124,9.000119188,5.196493361,0,0,0,0,0,0,7.408800049,0,0,0,10.72078896,0,0,0,0,9.538927752,11.64857713,36.02758263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
C53H32F8N4O8Zn,4.158595773,FZnP,EthynPhA,DMP,DMP,DMP,0,0,0,0,0,0,9.742683082,0,0,0,0,39.09638039,0,0,6.637639581,-1.017992124,9.000119188,5.196493361,0,0,0,0,0,0,7.408800049,0,0,0,10.72078896,0,0,0,0,9.538927752,11.64857713,36.02758263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
C54H44N4O9,4.166277419,H2P,EthynPhA,DMP,TMP,DMP,0,0,0,0,0,0,11.20288618,0,0,0,0,37.15971667,0,0,6.636675648,-1.02107035,9.198773168,5.162471468,0,0,0,0,0,0,7.407314754,0,0,0,10.72451147,0,0,0,0,9.549456485,11.66219457,41.4837366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
C54H42N4O10Ti,4.156677982,TiOP,EthynPhA,DMP,TMP,DMP,0,0,0,0,0,0,11.20288618,0,0,0,0,37.15971667,0,0,6.636675648,-1.02107035,9.198773168,5.162471468,0,0,0,0,0,0,7.407314754,0,0,0,10.72451147,0,0,0,0,9.549456485,11.66219457,41.4837366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
C61H46N4O12Ti,3.892006089,TiO2RP,EthynPhA,DMP,TMP,DMP,0,0,0,0,0,0,11.20288618,0,0,0,0,37.15971667,0,0,6.636675648,-1.02107035,9.198773168,5.162471468,0,0,0,0,0,0,7.407314754,0,0,0,10.72451147,0,0,0,0,9.549456485,11.66219457,41.4837366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
C54H34F8N4O10Ti,3.93843059,FTiOP,EthynPhA,DMP,TMP,DMP,0,0,0,0,0,0,11.20288618,0,0,0,0,37.15971667,0,0,6.636675648,-1.02107035,9.198773168,5.162471468,0,0,0,0,0,0,7.407314754,0,0,0,10.72451147,0,0,0,0,9.549456485,11.66219457,41.4837366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
C54H42N4O9Zn,4.235086153,ZnP,EthynPhA,DMP,TMP,DMP,0,0,0,0,0,0,11.20288618,0,0,0,0,37.15971667,0,0,6.636675648,-1.02107035,9.198773168,5.162471468,0,0,0,0,0,0,7.407314754,0,0,0,10.72451147,0,0,0,0,9.549456485,11.66219457,41.4837366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
C54H34F8N4O9Zn,4.039509577,FZnP,EthynPhA,DMP,TMP,DMP,0,0,0,0,0,0,11.20288618,0,0,0,0,37.15971667,0,0,6.636675648,-1.02107035,9.198773168,5.162471468,0,0,0,0,0,0,7.407314754,0,0,0,10.72451147,0,0,0,0,9.549456485,11.66219457,41.4837366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
C59H39N5O2,3.99734304,H2P,EthynPhA,Ph,TPA,Ph,0,0,0,0,0,0,0,0,0,0,0,73.38739034,0,0,6.706827928,-0.983052379,10.62070278,6.584368039,0,0,0,0,0,0,7.562510399,0,0,0,10.77116825,2.26387793,0,0,0,9.496704224,11.58950249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
C59H37N5O3Ti,4.007652573,TiOP,EthynPhA,Ph,TPA,Ph,0,0,0,0,0,0,0,0,0,0,0,73.38739034,0,0,6.706827928,-0.983052379,10.62070278,6.584368039,0,0,0,0,0,0,7.562510399,0,0,0,10.77116825,2.26387793,0,0,0,9.496704224,11.58950249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
C66H41N5O5Ti,3.780835886,TiO2RP,EthynPhA,Ph,TPA,Ph,0,0,0,0,0,0,0,0,0,0,0,73.38739034,0,0,6.706827928,-0.983052379,10.62070278,6.584368039,0,0,0,0,0,0,7.562510399,0,0,0,10.77116825,2.26387793,0,0,0,9.496704224,11.58950249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
