name,E_gap,M,A,R1,R2,R3,sLi,ssBe,ssssBe,ssBH,sssB,ssssB,sCH3,dCH2,ssCH2,tCH,dsCH,aaCH,sssCH,ddC,tsC,dssC,aasC,aaaC,ssssC,sNH3,sNH2,ssNH2,dNH,ssNH,aaNH,tN,sssNH,dsN,aaN,sssN,ddsN,aasN,ssssN,sOH,dO,ssO,aaO,sF,sSiH3,ssSiH2,sssSiH,ssssSi,sPH2,ssPH,sssP,dsssP,sssssP,sSH,dS,ssS,aaS,dssS,ddssS,sCl,sGeH3,ssGeH2,sssGeH,ssssGe,sAsH2,ssAsH,sssAs,sssdAs,sssssAs,sSeH,dSe,ssSe,aaSe,dssSe,ddssSe,sBr,sSnH3,ssSnH2,sssSnH,ssssSn,sI,sPbH3,ssPbH2,sssPbH,ssssPb,Rot_A,ZnP,TiOP,TiO2RP,FZnP,FH2P,FTiOP,FTiO2RP,H2P
C65H43F8N5O11Zn,3.515960802,FZnP,EthynFuA,TMP,MOTPA,TMP,0,0,0,0,0,0,12.7217722,0,0,0,0,50.36859796,0,0,6.323286986,-1.209514398,11.75301503,5.097123732,0,0,0,0,0,0,7.465019816,0,0,0,10.82940203,2.168281343,0,0,0,9.665972005,11.8315537,46.219304,5.599518936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
C56H45N5O10S,3.685130363,H2P,EthynThPCyanoAcryl,TMP,DMP,TMP,0,0,0,0,0,0,12.59942708,0,0,0,1.322984547,32.18248853,0,0,8.406074127,-1.700539194,9.60896458,4.994823936,0,0,0,0,0,0,7.399522792,9.414881869,0,0,10.73820336,0,0,0,0,9.500020758,11.64384968,46.97024045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.252390825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
C56H43N5O11STi,3.697384099,TiOP,EthynThPCyanoAcryl,TMP,DMP,TMP,0,0,0,0,0,0,12.59942708,0,0,0,1.322984547,32.18248853,0,0,8.406074127,-1.700539194,9.60896458,4.994823936,0,0,0,0,0,0,7.399522792,9.414881869,0,0,10.73820336,0,0,0,0,9.500020758,11.64384968,46.97024045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.252390825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
C63H47N5O13STi,3.48347035,TiO2RP,EthynThPCyanoAcryl,TMP,DMP,TMP,0,0,0,0,0,0,12.59942708,0,0,0,1.322984547,32.18248853,0,0,8.406074127,-1.700539194,9.60896458,4.994823936,0,0,0,0,0,0,7.399522792,9.414881869,0,0,10.73820336,0,0,0,0,9.500020758,11.64384968,46.97024045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.252390825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
C56H35F8N5O11STi,3.487001633,FTiOP,EthynThPCyanoAcryl,TMP,DMP,TMP,0,0,0,0,0,0,12.59942708,0,0,0,1.322984547,32.18248853,0,0,8.406074127,-1.700539194,9.60896458,4.994823936,0,0,0,0,0,0,7.399522792,9.414881869,0,0,10.73820336,0,0,0,0,9.500020758,11.64384968,46.97024045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.252390825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
C56H43N5O10SZn,3.745312331,ZnP,EthynThPCyanoAcryl,TMP,DMP,TMP,0,0,0,0,0,0,12.59942708,0,0,0,1.322984547,32.18248853,0,0,8.406074127,-1.700539194,9.60896458,4.994823936,0,0,0,0,0,0,7.399522792,9.414881869,0,0,10.73820336,0,0,0,0,9.500020758,11.64384968,46.97024045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.252390825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
C56H35F8N5O10SZn,3.575392926,FZnP,EthynThPCyanoAcryl,TMP,DMP,TMP,0,0,0,0,0,0,12.59942708,0,0,0,1.322984547,32.18248853,0,0,8.406074127,-1.700539194,9.60896458,4.994823936,0,0,0,0,0,0,7.399522792,9.414881869,0,0,10.73820336,0,0,0,0,9.500020758,11.64384968,46.97024045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.252390825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
C62H42N6O4S,3.455917982,H2P,EthynThPCyanoAcryl,Ph,MOTPA,Ph,0,0,0,0,0,0,3.335432929,0,0,0,1.357349218,65.10977867,0,0,8.493291112,-1.628686011,12.06247275,6.318447769,0,0,0,0,0,0,7.552871255,9.369984788,0,0,10.79537097,2.201491714,0,0,0,9.455123676,11.58167141,11.02480486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.303928224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
C62H40N6O5STi,3.470618549,TiOP,EthynThPCyanoAcryl,Ph,MOTPA,Ph,0,0,0,0,0,0,3.335432929,0,0,0,1.357349218,65.10977867,0,0,8.493291112,-1.628686011,12.06247275,6.318447769,0,0,0,0,0,0,7.552871255,9.369984788,0,0,10.79537097,2.201491714,0,0,0,9.455123676,11.58167141,11.02480486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.303928224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
C69H44N6O7STi,3.31245873,TiO2RP,EthynThPCyanoAcryl,Ph,MOTPA,Ph,0,0,0,0,0,0,3.335432929,0,0,0,1.357349218,65.10977867,0,0,8.493291112,-1.628686011,12.06247275,6.318447769,0,0,0,0,0,0,7.552871255,9.369984788,0,0,10.79537097,2.201491714,0,0,0,9.455123676,11.58167141,11.02480486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.303928224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
C62H32F8N6O5STi,3.326812678,FTiOP,EthynThPCyanoAcryl,Ph,MOTPA,Ph,0,0,0,0,0,0,3.335432929,0,0,0,1.357349218,65.10977867,0,0,8.493291112,-1.628686011,12.06247275,6.318447769,0,0,0,0,0,0,7.552871255,9.369984788,0,0,10.79537097,2.201491714,0,0,0,9.455123676,11.58167141,11.02480486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.303928224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
C62H40N6O4SZn,3.50200484,ZnP,EthynThPCyanoAcryl,Ph,MOTPA,Ph,0,0,0,0,0,0,3.335432929,0,0,0,1.357349218,65.10977867,0,0,8.493291112,-1.628686011,12.06247275,6.318447769,0,0,0,0,0,0,7.552871255,9.369984788,0,0,10.79537097,2.201491714,0,0,0,9.455123676,11.58167141,11.02480486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.303928224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
C62H32F8N6O4SZn,3.414212438,FZnP,EthynThPCyanoAcryl,Ph,MOTPA,Ph,0,0,0,0,0,0,3.335432929,0,0,0,1.357349218,65.10977867,0,0,8.493291112,-1.628686011,12.06247275,6.318447769,0,0,0,0,0,0,7.552871255,9.369984788,0,0,10.79537097,2.201491714,0,0,0,9.455123676,11.58167141,11.02480486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.303928224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
C67H50N6O5,3.529904904,H2P,EthynPhDA,DTA,EthynPhM,DTA,0,0,0,0,0,0,9.874901656,0,0,0,0,60.78379947,0,0,13.43717168,-2.54598156,11.89231821,5.13361622,0,0,0,0,0,0,7.542280357,0,0,0,10.94124397,4.361534014,0,0,0,20.04004649,24.567766,5.471303494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
C67H48N6O6Ti,3.434238369,TiOP,EthynPhDA,DTA,EthynPhM,DTA,0,0,0,0,0,0,9.874901656,0,0,0,0,60.78379947,0,0,13.43717168,-2.54598156,11.89231821,5.13361622,0,0,0,0,0,0,7.542280357,0,0,0,10.94124397,4.361534014,0,0,0,20.04004649,24.567766,5.471303494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
C74H52N6O8Ti,3.364318897,TiO2RP,EthynPhDA,DTA,EthynPhM,DTA,0,0,0,0,0,0,9.874901656,0,0,0,0,60.78379947,0,0,13.43717168,-2.54598156,11.89231821,5.13361622,0,0,0,0,0,0,7.542280357,0,0,0,10.94124397,4.361534014,0,0,0,20.04004649,24.567766,5.471303494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
C67H40F8N6O6Ti,3.418065929,FTiOP,EthynPhDA,DTA,EthynPhM,DTA,0,0,0,0,0,0,9.874901656,0,0,0,0,60.78379947,0,0,13.43717168,-2.54598156,11.89231821,5.13361622,0,0,0,0,0,0,7.542280357,0,0,0,10.94124397,4.361534014,0,0,0,20.04004649,24.567766,5.471303494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
C67H48N6O5Zn,3.537690867,ZnP,EthynPhDA,DTA,EthynPhM,DTA,0,0,0,0,0,0,9.874901656,0,0,0,0,60.78379947,0,0,13.43717168,-2.54598156,11.89231821,5.13361622,0,0,0,0,0,0,7.542280357,0,0,0,10.94124397,4.361534014,0,0,0,20.04004649,24.567766,5.471303494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
C67H40F8N6O5Zn,3.308336291,FZnP,EthynPhDA,DTA,EthynPhM,DTA,0,0,0,0,0,0,9.874901656,0,0,0,0,60.78379947,0,0,13.43717168,-2.54598156,11.89231821,5.13361622,0,0,0,0,0,0,7.542280357,0,0,0,10.94124397,4.361534014,0,0,0,20.04004649,24.567766,5.471303494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
C72H64N6O4,3.594607153,H2P,EthynPhDA,DTA,DTBP,DTA,0,0,0,0,0,0,21.88895349,0,0,0,0,61.22878684,0,0,6.538396521,-2.529684884,14.38654889,5.625205906,-0.352993373,0,0,0,0,0,7.78722438,0,0,0,11.26768803,4.462524922,0,0,0,20.156414,24.70760194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
C72H62N6O5Ti,3.491724078,TiOP,EthynPhDA,DTA,DTBP,DTA,0,0,0,0,0,0,21.88895349,0,0,0,0,61.22878684,0,0,6.538396521,-2.529684884,14.38654889,5.625205906,-0.352993373,0,0,0,0,0,7.78722438,0,0,0,11.26768803,4.462524922,0,0,0,20.156414,24.70760194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
C79H66N6O7Ti,3.40579003,TiO2RP,EthynPhDA,DTA,DTBP,DTA,0,0,0,0,0,0,21.88895349,0,0,0,0,61.22878684,0,0,6.538396521,-2.529684884,14.38654889,5.625205906,-0.352993373,0,0,0,0,0,7.78722438,0,0,0,11.26768803,4.462524922,0,0,0,20.156414,24.70760194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
C72H54F8N6O5Ti,3.592786439,FTiOP,EthynPhDA,DTA,DTBP,DTA,0,0,0,0,0,0,21.88895349,0,0,0,0,61.22878684,0,0,6.538396521,-2.529684884,14.38654889,5.625205906,-0.352993373,0,0,0,0,0,7.78722438,0,0,0,11.26768803,4.462524922,0,0,0,20.156414,24.70760194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
C72H62N6O4Zn,3.650707852,ZnP,EthynPhDA,DTA,DTBP,DTA,0,0,0,0,0,0,21.88895349,0,0,0,0,61.22878684,0,0,6.538396521,-2.529684884,14.38654889,5.625205906,-0.352993373,0,0,0,0,0,7.78722438,0,0,0,11.26768803,4.462524922,0,0,0,20.156414,24.70760194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
C72H54F8N6O4Zn,3.390387258,FZnP,EthynPhDA,DTA,DTBP,DTA,0,0,0,0,0,0,21.88895349,0,0,0,0,61.22878684,0,0,6.538396521,-2.529684884,14.38654889,5.625205906,-0.352993373,0,0,0,0,0,7.78722438,0,0,0,11.26768803,4.462524922,0,0,0,20.156414,24.70760194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
C72H57N7O4,3.368906941,H2P,EthynPhDA,DTA,DTA,DTA,0,0,0,0,0,0,12.48335412,0,0,0,0,71.06206323,0,0,6.532260068,-2.539086296,14.78048946,5.357357558,0,0,0,0,0,0,7.768170046,0,0,0,11.27387173,6.707722788,0,0,0,20.17486924,24.73226138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
C72H55N7O5Ti,3.289718614,TiOP,EthynPhDA,DTA,DTA,DTA,0,0,0,0,0,0,12.48335412,0,0,0,0,71.06206323,0,0,6.532260068,-2.539086296,14.78048946,5.357357558,0,0,0,0,0,0,7.768170046,0,0,0,11.27387173,6.707722788,0,0,0,20.17486924,24.73226138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
C79H59N7O7Ti,3.210549288,TiO2RP,EthynPhDA,DTA,DTA,DTA,0,0,0,0,0,0,12.48335412,0,0,0,0,71.06206323,0,0,6.532260068,-2.539086296,14.78048946,5.357357558,0,0,0,0,0,0,7.768170046,0,0,0,11.27387173,6.707722788,0,0,0,20.17486924,24.73226138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
C72H47F8N7O5Ti,3.224173648,FTiOP,EthynPhDA,DTA,DTA,DTA,0,0,0,0,0,0,12.48335412,0,0,0,0,71.06206323,0,0,6.532260068,-2.539086296,14.78048946,5.357357558,0,0,0,0,0,0,7.768170046,0,0,0,11.27387173,6.707722788,0,0,0,20.17486924,24.73226138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
C72H55N7O4Zn,3.400291619,ZnP,EthynPhDA,DTA,DTA,DTA,0,0,0,0,0,0,12.48335412,0,0,0,0,71.06206323,0,0,6.532260068,-2.539086296,14.78048946,5.357357558,0,0,0,0,0,0,7.768170046,0,0,0,11.27387173,6.707722788,0,0,0,20.17486924,24.73226138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
C72H47F8N7O4Zn,3.177489022,FZnP,EthynPhDA,DTA,DTA,DTA,0,0,0,0,0,0,12.48335412,0,0,0,0,71.06206323,0,0,6.532260068,-2.539086296,14.78048946,5.357357558,0,0,0,0,0,0,7.768170046,0,0,0,11.27387173,6.707722788,0,0,0,20.17486924,24.73226138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
C60H46N6O6S,3.58764873,H2P,EthynThPCyanoAcryl,DMP,DTA,DMP,0,0,0,0,0,0,10.68782883,0,0,0,1.338505424,47.80813358,0,0,8.476501581,-1.674856787,11.79284472,5.335940788,0,0,0,0,0,0,7.559999942,9.432783653,0,0,10.94343349,2.225600029,0,0,0,9.517922542,11.66329085,24.28788883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.270849197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
C60H44N6O7STi,3.604605273,TiOP,EthynThPCyanoAcryl,DMP,DTA,DMP,0,0,0,0,0,0,10.68782883,0,0,0,1.338505424,47.80813358,0,0,8.476501581,-1.674856787,11.79284472,5.335940788,0,0,0,0,0,0,7.559999942,9.432783653,0,0,10.94343349,2.225600029,0,0,0,9.517922542,11.66329085,24.28788883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.270849197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
C67H48N6O9STi,3.389720592,TiO2RP,EthynThPCyanoAcryl,DMP,DTA,DMP,0,0,0,0,0,0,10.68782883,0,0,0,1.338505424,47.80813358,0,0,8.476501581,-1.674856787,11.79284472,5.335940788,0,0,0,0,0,0,7.559999942,9.432783653,0,0,10.94343349,2.225600029,0,0,0,9.517922542,11.66329085,24.28788883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.270849197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
C60H36F8N6O7STi,3.365538227,FTiOP,EthynThPCyanoAcryl,DMP,DTA,DMP,0,0,0,0,0,0,10.68782883,0,0,0,1.338505424,47.80813358,0,0,8.476501581,-1.674856787,11.79284472,5.335940788,0,0,0,0,0,0,7.559999942,9.432783653,0,0,10.94343349,2.225600029,0,0,0,9.517922542,11.66329085,24.28788883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.270849197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
C60H44N6O6SZn,3.659764452,ZnP,EthynThPCyanoAcryl,DMP,DTA,DMP,0,0,0,0,0,0,10.68782883,0,0,0,1.338505424,47.80813358,0,0,8.476501581,-1.674856787,11.79284472,5.335940788,0,0,0,0,0,0,7.559999942,9.432783653,0,0,10.94343349,2.225600029,0,0,0,9.517922542,11.66329085,24.28788883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.270849197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
C60H36F8N6O6SZn,3.452935175,FZnP,EthynThPCyanoAcryl,DMP,DTA,DMP,0,0,0,0,0,0,10.68782883,0,0,0,1.338505424,47.80813358,0,0,8.476501581,-1.674856787,11.79284472,5.335940788,0,0,0,0,0,0,7.559999942,9.432783653,0,0,10.94343349,2.225600029,0,0,0,9.517922542,11.66329085,24.28788883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.270849197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
C72H48N6O4,3.673104274,H2P,EthynFuA,TPA,EthynPhM,TPA,0,0,0,0,0,0,1.650330735,0,0,0,0,85.11498577,0,0,13.42324313,-1.180185503,12.39941925,5.694548228,0,0,0,0,0,0,7.532678486,0,0,0,10.84707952,4.462818621,0,0,0,9.713495494,11.88407864,5.475143474,5.649030822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
C72H46N6O5Ti,3.515651583,TiOP,EthynFuA,TPA,EthynPhM,TPA,0,0,0,0,0,0,1.650330735,0,0,0,0,85.11498577,0,0,13.42324313,-1.180185503,12.39941925,5.694548228,0,0,0,0,0,0,7.532678486,0,0,0,10.84707952,4.462818621,0,0,0,9.713495494,11.88407864,5.475143474,5.649030822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
C79H50N6O7Ti,3.348624039,TiO2RP,EthynFuA,TPA,EthynPhM,TPA,0,0,0,0,0,0,1.650330735,0,0,0,0,85.11498577,0,0,13.42324313,-1.180185503,12.39941925,5.694548228,0,0,0,0,0,0,7.532678486,0,0,0,10.84707952,4.462818621,0,0,0,9.713495494,11.88407864,5.475143474,5.649030822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
C72H38F8N6O5Ti,3.237252263,FTiOP,EthynFuA,TPA,EthynPhM,TPA,0,0,0,0,0,0,1.650330735,0,0,0,0,85.11498577,0,0,13.42324313,-1.180185503,12.39941925,5.694548228,0,0,0,0,0,0,7.532678486,0,0,0,10.84707952,4.462818621,0,0,0,9.713495494,11.88407864,5.475143474,5.649030822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
C72H46N6O4Zn,3.689214382,ZnP,EthynFuA,TPA,EthynPhM,TPA,0,0,0,0,0,0,1.650330735,0,0,0,0,85.11498577,0,0,13.42324313,-1.180185503,12.39941925,5.694548228,0,0,0,0,0,0,7.532678486,0,0,0,10.84707952,4.462818621,0,0,0,9.713495494,11.88407864,5.475143474,5.649030822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
C72H38F8N6O4Zn,3.379084304,FZnP,EthynFuA,TPA,EthynPhM,TPA,0,0,0,0,0,0,1.650330735,0,0,0,0,85.11498577,0,0,13.42324313,-1.180185503,12.39941925,5.694548228,0,0,0,0,0,0,7.532678486,0,0,0,10.84707952,4.462818621,0,0,0,9.713495494,11.88407864,5.475143474,5.649030822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
C57H47N5O11S,3.625573667,H2P,EthynThPCyanoAcryl,TMP,TMP,TMP,0,0,0,0,0,0,14.04554592,0,0,0,1.320857726,30.26755343,0,0,8.404828455,-1.706473081,9.782134194,4.960802044,0,0,0,0,0,0,7.398037497,9.424672624,0,0,10.74192587,0,0,0,0,9.509811513,11.65651247,52.44460022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.249191122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
C57H45N5O12STi,3.615958461,TiOP,EthynThPCyanoAcryl,TMP,TMP,TMP,0,0,0,0,0,0,14.04554592,0,0,0,1.320857726,30.26755343,0,0,8.404828455,-1.706473081,9.782134194,4.960802044,0,0,0,0,0,0,7.398037497,9.424672624,0,0,10.74192587,0,0,0,0,9.509811513,11.65651247,52.44460022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.249191122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
C64H49N5O14STi,3.623249951,TiO2RP,EthynThPCyanoAcryl,TMP,TMP,TMP,0,0,0,0,0,0,14.04554592,0,0,0,1.320857726,30.26755343,0,0,8.404828455,-1.706473081,9.782134194,4.960802044,0,0,0,0,0,0,7.398037497,9.424672624,0,0,10.74192587,0,0,0,0,9.509811513,11.65651247,52.44460022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.249191122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
C57H37F8N5O12STi,3.388184077,FTiOP,EthynThPCyanoAcryl,TMP,TMP,TMP,0,0,0,0,0,0,14.04554592,0,0,0,1.320857726,30.26755343,0,0,8.404828455,-1.706473081,9.782134194,4.960802044,0,0,0,0,0,0,7.398037497,9.424672624,0,0,10.74192587,0,0,0,0,9.509811513,11.65651247,52.44460022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.249191122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
C57H45N5O11SZn,3.664458136,ZnP,EthynThPCyanoAcryl,TMP,TMP,TMP,0,0,0,0,0,0,14.04554592,0,0,0,1.320857726,30.26755343,0,0,8.404828455,-1.706473081,9.782134194,4.960802044,0,0,0,0,0,0,7.398037497,9.424672624,0,0,10.74192587,0,0,0,0,9.509811513,11.65651247,52.44460022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.249191122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
